Component_1,Component_2,Component_3,Component_4,Component_5
1.0268550154916583,-2.084728651510301,-1.6242391152365123,-0.9222093631572189,-0.4984240140475153
2.8918758469988717,-3.4004644639330652,1.1378550592817245,0.5395965775936792,0.04446332546139404
-1.7366873294069662,-0.38641887427744276,-1.68071610513644,0.8485372283049429,-0.6486674168250475
-1.2756812757443166,-0.6759491931627352,-0.9090869000278652,-0.060552083073194415,-0.5049563651132387
-0.5419594872517407,-1.1481618621269603,0.14757060854630188,-0.6438956653657695,-0.30048777723815934
0.35965851661952425,-1.773509811239944,1.279246816338128,0.13940319069944523,-0.09831875487800383
-3.582294741046123,0.7279735792930716,-0.01760780195683541,-0.6122760842601711,-0.6431885747592614
-2.987764865377438,0.3392696411941621,1.0210055453283073,-1.0425636361870485,-0.4423770356138282
0.8291511558127959,-2.0592037759993556,-2.4155959399639912,0.5024701295248506,-0.6747633975789307
1.713417366772413,-2.6129301096237887,-1.7473149910424148,0.7376640537244415,-0.6236967254853717
0.9576324985083154,-2.1826931929754445,-1.5856151909028495,-0.512591385277849,-0.55409237862824
0.9641209240748358,-2.189420101986631,-1.6156787718130807,-0.902789621903504,-0.5450162509838193
1.4060569766486823,-2.507228133020432,-0.5811237392465349,-0.9241802573607031,-0.368814017631316
2.8291417555820493,-3.505155914409395,1.1464154027051563,0.5590163188473941,-0.002128911474909837
-1.7994214208237886,-0.49111032475377264,-1.6721557617130083,0.8679569695586579,-0.6952596537613513
-0.6046935786685632,-1.2528533126032901,0.15613095196973356,-0.6244759241120545,-0.3470800141744632
0.2969244252027018,-1.8782012617162738,1.2878071597615597,0.15882293195316016,-0.14491099181430772
0.9667719701104649,-2.3391653307261553,2.218020762932781,0.5160551797822772,-0.04586636768994795
0.6255300427968113,-2.1382108756248757,1.7998076103757292,-0.16409371189667735,-0.15972255371174807
-0.8917078323881031,-1.1567748693178999,1.9662042453424449,2.37079975847989,-0.16172364322685404
-4.162313512066937,0.9089085189379525,-0.8086120964085869,1.0358350112451966,-0.7598177380062883
-4.325509994310609,1.08071777193713,-0.9395797100921353,-0.5654315465516914,-0.8598599115710912
-3.6450288324629456,0.6232821288167417,-0.009047458533403814,-0.5928563430064562,-0.6897808116955653
-1.9036806027005397,-0.5316437180569772,2.5114111260807728,-0.6001775473564942,-0.20966803074025395
-0.2873505736977033,-1.661475755335523,4.172947208377312,0.5986265493537141,0.03023707335393013
-0.5190342741932927,-1.5487025426086163,3.927289008179289,-0.42608424283544044,-0.008319629648213896
2.6725236144745645,0.6129171404799135,-1.5998182147273476,-0.9386630314383708,0.08322362463874305
3.114459667048411,0.2951091094461122,-0.5652631821608017,-0.96005366689557,0.25942585799124623
0.36998732323858935,2.021696598827479,-0.8846659995187003,-0.07700575135434644,0.07669127357301951
2.0053271156024306,0.9241359807502705,1.303667716847293,0.12294952241829321,0.48332888380825456
-2.61710730391088,3.883055014403674,-0.923719153006402,-0.6013049560865583,-0.23162003594852895
-1.9366261420632178,3.425619371283286,0.006813098552329382,-0.6287297525413231,-0.061540936073003
-0.19527791230081093,2.270693524409567,2.527271683166506,-0.6360509568913612,0.4185718448823083
4.841896685472773,2.455084611738884,-1.5837163929484237,0.7853497438696562,-0.24999615303827838
4.0861118172086766,2.885321528387229,-1.4220165928088584,-0.46490569513263447,-0.18039180618114664
4.534536295349042,2.560786588342241,-0.41752514115254385,-0.8764945672154886,0.0048865548157773575
1.5673242702670591,4.446081823493172,-0.9439244438882748,2.476917862377278,-0.06374597042417636
1.7900639515392212,4.287374077723608,-0.7369279585104427,0.00655334832573502,-0.17784802960244941
3.4254037439030625,3.1898134596463987,1.4514057578555506,0.2065086220983747,0.2287895806327856
3.7540093614971712,2.929803845737797,1.9634062084697201,-0.11640802175146285,0.21397801873534525
2.2367714863122568,3.911239852044773,2.129802843436436,2.418485448625104,0.2119769292202392
-0.5165495137625857,5.691296850179415,0.15455113956058728,-0.5451706528612417,-0.31608023924847195
0.07798036190609979,5.302592912080505,1.1931644868457296,-0.9754582047881191,-0.11526870010303869
1.2247987159998208,4.536371003305695,2.675009724174764,-0.5524918572112797,0.1640325417068393
0.5422979085143957,-2.610926151914987,-1.918822650607855,-0.9639461755709504,1.740622416310172
-2.7303326048694414,-0.5969944455224515,-2.7120568406121945,1.318747113473879,1.5863965133710871
-1.760238382721579,-1.2021466935674208,-1.203670435399208,-0.10228889548692598,1.7340900652444482
-1.0265165942290033,-1.6743593625316457,-0.14701292682504066,-0.685632477779501,1.938558653119528
-4.685992242735334,0.5272300238706409,-1.1939916970942002,2.2265486107168373,1.6060003158573992
-4.747333009871049,0.6592117220087744,-1.2427235888869093,-0.6265881002191378,1.4257787557229
-3.4723219723547003,-0.18692785921052343,0.7264220099569645,-1.0843004486007801,1.7966693947438592
2.455507452493568,0.6552299406161426,-2.4513741385598733,0.4594646158600712,0.34675745784190753
3.339773663453185,0.10150360699170949,-1.7830931896382967,0.6946585400596621,0.3978241299354665
2.5839887951890876,0.531740523640054,-1.6213933894987316,-0.5555968989426284,0.46742847679259836
2.5904772207556084,0.5250136146288676,-1.6514569704089628,-0.9457951355682833,0.47650460443701903
0.7952119693662001,-2.152847979076551,-2.182695360879314,1.0751362556344588,-0.4292475551461305
0.9148818148213453,-2.2596202930638305,-1.625893770155971,-0.8973657942909211,-0.4644827114202779
1.356817867395192,-2.5774283240976317,-0.5913387375894252,-0.9187564297481202,-0.28828047806777474
2.779902646328559,-3.5753561054865948,1.136200404362266,0.564440146459977,0.07840462808863141
2.1610432747196007,-3.153794476540258,0.6605794602924235,-0.3096183925214078,-0.09392172143772846
-1.8486605300772792,-0.5613105158309722,-1.6823707600558988,0.8733807971712406,-0.6147261141978101
-1.3876544764146295,-0.8508408347162647,-0.9107415549473239,-0.03570851420689668,-0.47101506248600133
0.24768531594921137,-1.9484014527934734,1.2775921614186694,0.16424675956574294,-0.06437745225076645
-0.9409469416415934,-1.2269750603950995,1.9559892469995546,2.3762235860924728,-0.0811901036633128
-4.211552621320426,0.8387083278607529,-0.8188270947514774,1.0412588388577793,-0.679284198442747
-4.374749103564099,1.0105175808599303,-0.9497947084350256,-0.5600077189391086,-0.77932637200755
-3.0997380660477507,0.1643779996406324,1.0193508904088486,-1.0177200673207507,-0.4084357329865908
-1.9529197119540302,-0.6018439091341768,2.5011961277378822,-0.5947537197439114,-0.12913449117671266
-0.5682733834467832,-1.618902733685816,3.917074009836398,-0.4206604152228577,0.07221390991532736
