Component_1,Component_2
-1.8536722066922489,1.5028029802396752
-3.7121491351067153,-0.43013638053001635
-0.39870622561073465,3.016044999782167
-1.0177485211177024,2.3721328905512906
-1.921159642328479,1.431603693067154
-2.7448638694258465,0.5758110183685357
-0.34499413975552795,3.073853084659449
-1.1054296264873757,2.2805622039032714
-0.09242609306743237,-0.11637269195811614
-0.9870041585386892,-1.0470359682652164
-0.1316770961663514,-0.15986542351192184
-0.13189284659492617,-0.1602721232552163
-0.7261983170397727,-0.7787057857530201
-1.9903697750093927,-2.093211484024908
1.323073134486588,1.3529698962872752
-0.19938028223115623,-0.2314714104277375
-1.0230845093285235,-1.0872640851263562
-1.5731016338358983,-1.6626283776741515
-1.2457558875200405,-1.323124226827396
-0.3327409963631298,-0.37243774272982627
2.343901251995691,2.4156748804315176
2.1009397531230682,2.1660790676665886
1.3767852203417945,1.410777981164557
-0.5891547299890937,-0.6368803051694671
-1.8104077527184463,-1.9073641184270533
-1.7832830927161722,-1.878441893019415
-1.2845672333722722,0.978375994752525
-1.8788727038171185,0.3599423322547213
-0.4486435477977256,1.8477059050641405
-2.1757588961058696,0.05138403288138528
0.9482653663457224,3.3047271856743303
0.22411083356444866,2.549426099172299
-1.7418291167664397,0.5017678128382743
-2.053160001754229,-0.008945691463542417
-1.1978329393818912,0.8782248532897522
-1.7923541602553121,0.2593844910486538
-0.08041539886784198,2.037017059420094
-0.36212500423591926,1.747148063858073
-2.0892403525440635,-0.0491738083246822
-2.3119117307355803,-0.28503395002572207
-1.3988968395786696,0.6656525340718478
0.310629377126255,2.448868257966231
-0.4498061096055928,1.6555773772100537
-1.6553105732046334,0.4012099716322069
2.3515565143630055,-2.5232956787776466
4.014937907741528,-0.7928037972248974
3.187480199937552,-1.6539657684660312
2.284069078726776,-2.594494965950168
4.840891148323506,0.06475180418992268
4.5843891140810005,-0.1969444878558414
3.0997990945678784,-1.7455364551140504
0.038035708780515744,-0.23023350628567346
-0.8565423566907411,-1.1608967825927738
-0.001215294318403321,-0.2737262378394792
-0.0014310447469780975,-0.27413293758277363
1.275045681934379,-0.8680863045718945
0.9580419034689822,-1.1975392797991664
0.3637364330241357,-1.81597294229697
-0.9004350249454843,-3.130478640568858
-0.3995829899375783,-2.6138435169155443
2.4130078845504963,0.3157027397433252
1.7939655890435287,-0.3282093694875509
0.06685024073538488,-2.124531241670306
0.7571937537007787,-1.4097048992737762
3.4338360020595995,1.3784077238875678
3.190874503186977,1.128811911122639
1.7062844836738553,-0.4197800561355702
0.5007800200748148,-1.6741474617134169
-0.6933483426522639,-2.9157090495633646
