Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7
-1.9159672098050717,-0.9435036691493699,-0.1324179342278527,-2.9656270984177433,-0.7570799134598252,1.6763317256689942,-0.24127653706769553
-3.982287473122023,-2.807175592820623,-1.5503951802509266,-1.1753954833639535,-1.854208610860022,0.7160562248473482,2.6235444451427394
0.49363986599908816,1.23140028130113,-0.43344351380421503,-3.414538625277309,0.3824845361722886,1.6127779400057913,0.02969641356495708
-0.1437987110351013,0.7483465515254482,-1.020537573585296,-2.591705742296028,0.3181199656572483,1.7359266206547512,0.10342227306705776
-1.0737459448854407,-0.06232481543283496,-1.6281894334220313,-1.8600667924520986,-0.4836661529343103,1.3022705830586792,1.1684884619929112
-2.0023267996245826,-0.7338610311417726,-2.383492451860518,-0.631851216824723,-0.18441262260150038,1.9287234925282624,0.32818158185726426
2.1644176357266147,3.121512854600348,-2.4338021419469746,-2.2763968308871547,-0.6416957154465156,1.0696883098614183,0.7475209431902176
1.2995651935794066,2.4988816236298983,-3.2258944900913704,-1.2102645110755408,-1.114361341925116,1.4604155084502248,0.11723899733746168
-0.6760389302344987,-2.3684556534527887,0.9438422896251127,-2.6436914741631172,0.8374071195313693,-0.3994531470969483,-0.5913716780607603
-1.6391447032021613,-3.293061833884287,0.7000999470619154,-2.224316123112776,0.5708896268798682,-1.1506703817683255,1.0738498162553123
-0.6781088988909336,-2.262355047475137,0.2725739388764461,-2.203563122652013,-0.2685844738696297,-0.503276517357435,-0.511647210779592
-0.6714240183825398,-2.2094683818378296,0.21621914652345875,-2.1503769299394953,-0.5177521729097834,-0.256502288703511,-1.1868461429450867
-1.171815773750086,-2.554359198384394,-0.5007211660324098,-1.232228469261775,-0.4399448109598247,-0.1024858659210989,-1.0593465686978352
-2.7377442816994906,-4.0731403055090825,-1.2017580994996155,-0.3601453148857058,-1.61488087030998,-1.2167777895251572,1.6779748392653486
1.7381830574216206,-0.034564431387329723,-0.08480643305290378,-2.5992884567990613,0.6218122767223305,-0.3200560743667136,-0.9158731923124341
0.17079724653709166,-1.3282895281212947,-1.27955235267072,-1.04481662397385,-0.2443384123842684,-0.6305634313138262,0.22291885611552018
-0.7577836082020503,-1.999825743830232,-2.0348553711092063,0.18339895165352535,0.054915117948541446,-0.004110521844243264,-0.6173880240201269
-1.77207883654151,-3.066080017896219,-2.1988747780865254,0.8568901440541087,1.4085882249699284,0.14065159033165034,-0.18231123286177314
-1.0359858939277873,-2.2534531667541486,-2.2492345831908658,0.5177657931200534,0.2761328472110431,0.11253200907501004,-0.7011114150970092
-0.1213747742727636,-1.4948020503083157,-2.3518366927958962,1.0741709473292163,4.472649951573665,0.7339098177337836,-0.1602641500686609
4.131054865349549,2.164050766858826,-1.061275611522658,-2.3389663112246337,2.1659465433770086,-0.9120396536897234,0.8478913917370662
4.095436694525734,2.3024228876481785,-1.335867358996508,-2.433274484712888,0.026429132820736098,-1.0784859315134319,0.05128304166351037
3.408960827149148,1.8555481419118875,-2.085165061195664,-1.4611466624089062,-0.4023679748964737,-0.863145704511087,-0.19804866268717344
1.249586018817767,0.20062216566256205,-3.7613955332755684,0.8510250765154159,-1.5080490690570252,-0.3723706171153539,-0.7685598220676652
-0.8746174001413457,-2.0728130967541376,-3.8625965869233005,2.0306644890166594,1.1895132847701608,-0.3644495713569977,0.878011012112376
-0.4838995040305877,-1.6077562986605165,-3.9943478395431753,1.9834155874592012,0.40557460693826886,-0.26999966480134724,0.45202442749504934
-2.700211901872844,0.6370562709532905,1.955695078991826,-0.9579003613213424,-0.9620874821554728,0.8665755154036814,-0.49592439191535037
-3.2006036572403898,0.29216545440672576,1.2387547664359564,-0.039751900643622294,-0.884280120205514,1.0205919381860933,-0.3684248176680991
-0.9280434031028726,2.328906491628108,1.067575439634382,-0.5839790051996269,0.1131123969616007,0.9261704103894374,-0.15122558178059728
-2.786571491692354,0.8466989089608878,-0.29537943864084043,1.3758755202716784,-0.389420191297148,1.118967282262949,0.07353372700960928
2.0666488110354306,5.148947540439297,0.4036085734718584,-1.2407979160947347,-0.41790617642495326,0.04459187259376048,0.7422047926932466
1.3801729436588432,4.702072794703007,-0.34568912872729707,-0.26867009379075285,-0.8467032841421631,0.2599320995961055,0.49287308834256255
-0.779201864672537,3.0471468184536827,-2.021919600807202,2.043501645133569,-1.9523843783027146,0.7507071869918384,-0.07763807103792902
-5.226177755791814,1.3120012312075333,3.1538793748331058,-0.3848227707250501,0.4484683829821706,-1.399722590298578,1.4301908930252027
-4.265141951480586,2.3427080176166823,2.7263533666476363,-0.3640697702642872,-0.3910057177673274,-0.7523287258876873,-0.1553061340097015
-4.758848826339738,2.0507038667074253,1.9530582617387804,0.6072648831259507,-0.5623660548575224,-0.3515380744513513,-0.7030054919279449
-2.7185598866689156,3.72946283152846,2.190105096353421,0.26353713069916046,3.0018149289085834,0.03604790925977955,-0.11234725841772285
-2.4862885722022225,4.087444903928808,1.781878934937206,0.06303777856994591,0.4350264623095924,-0.44595960224800735,-0.4858062560404431
-4.344816660791702,2.6052373212615865,0.4189240566619838,2.0228923040412514,-0.06750612594915625,-0.25316273037449566,-0.2610469472502366
-4.6230189465174405,2.3516098983376708,0.20454484458032476,2.3572591455077796,0.15371160331334546,-0.13652019945524257,-0.3447703383271189
-3.7084078268624157,3.1102610147835033,0.10194273497529388,2.913664299716942,4.350228707675968,0.484857609203531,0.19607692670122928
-0.1780722254405051,6.460611207003706,0.3686143665755269,0.3783466899788202,-0.5247892187941714,-1.1121979130413395,0.15829241408271696
-1.042924667587713,5.837979976033258,-0.42347798156886973,1.4444790097904339,-0.9974548452727717,-0.7214707144525325,-0.4719895317700388
-2.3374470337718853,4.8056852307543805,-1.3076161055043776,2.690518428903142,-1.630470312954723,-0.6214228256456065,-0.41221874529777486
2.369623144087713,-3.749698779802622,4.006580045779025,1.7600645285804728,-1.5795055897983454,0.9091207925448458,-0.4650624901911259
5.120434996941847,-1.3919662746268207,4.180681759723865,1.0306621595494105,0.9445466147520729,0.9647160600387394,0.2346920835243907
4.141791642857685,-2.057848559127804,3.1184604064215806,2.1339858847021884,-0.5043057106812723,0.9687156875306018,-0.12036368005637277
3.211844409007345,-2.8685199260860874,2.510808546584846,2.865624834546118,-1.306091829272831,0.5350596499345306,0.9447025088694808
7.03176545226532,0.4864911283603461,2.7918504587041317,1.718588841709913,1.568631250415562,0.5640515761143307,1.344946286128775
7.136483856995987,0.7621924896833862,2.4544935402590577,1.4771669738070803,-1.0353242840678265,0.08713714973492499,0.7730666944174711
5.585155547472194,-0.307313487023353,0.9131034899155054,3.5154271159226753,-1.9367870182636364,0.6932045753260764,-0.10654695578596862
-1.5820721518268186,-0.4972130551730477,3.3426648550640947,-0.5944030353455007,0.38608572602936675,0.07024427733135287,-0.09296917643047467
-2.5451779247944817,-1.421819235604546,3.098922512500897,-0.17502768429515933,0.11956823337786583,-0.6809729573400243,1.5722523178855983
-1.5841421204832538,-0.3911124491953962,2.6713965043154273,-0.1542746838343962,-0.7199058673716321,-0.03357909292913394,-0.013244709149306136
-1.5774572399748592,-0.3382257835580889,2.6150417119624407,-0.10108849112187843,-0.9690735664117858,0.21319513572478996,-0.6884436413148008
0.024544381375830586,-3.188018787309239,1.8801688470792357,-1.205474004485577,1.8357679444034467,-0.37045058608646636,-0.3482807257071838
0.23325119683823636,-2.772618494585287,1.1759182988564807,-1.0537768042624565,-0.689429904411656,-0.5094162113292843,-1.2800848418218016
-0.26714055852930985,-3.117509311131851,0.4589779863006116,-0.13562834358473638,-0.6116225424616973,-0.35539978854687215,-1.15258526757455
-1.8330690664787153,-4.636290418256538,-0.24205894716659432,0.736454810791333,-1.7865586018118527,-1.4696917121509303,1.5847361403886335
-1.47995184375672,-4.341819276643523,0.06611257958072005,0.7632296393027945,0.33230239694952685,-0.17624581639150286,-0.8077721249113983
2.6428582726423966,-0.5977145441347866,0.8748927192801176,-1.5026883311220216,0.4501345452204578,-0.572969996992487,-1.009111891189149
2.0054196956082078,-1.0807682739104685,0.28779865949903677,-0.679855448140741,0.3857699747054175,-0.4498213163435282,-0.9353860316870485
0.14689160701872594,-2.5629758565776894,-1.0751562187761852,1.2799990773305645,-0.11676261355333117,-0.2570244444700165,-0.7106267228968419
0.7833004409480128,-2.0579521630557727,-1.392137540462875,2.1707710730062555,4.300972220071793,0.48099589510801016,-0.253502848945376
