Component_1,Component_2,Component_3,Component_4,Component_5
-1.536770959882434,-0.2933971306577,-1.4714456590630456,2.1584669092717443,0.41683543858948024
-3.1855140621271802,-2.1173623626351508,0.6644676904226149,2.377939733448376,-1.6286822983899552
0.2229007045303325,1.9187523654507466,-1.4330024659577978,2.0500612884016443,1.2730058145039964
-0.40065631011915376,1.1894770071144802,-0.7200277381974863,1.972250470899226,1.0502171344870075
-1.180031585220095,0.33158291179757254,0.24699316518676967,2.1028872807570855,0.015284988437908709
-2.0450067511113574,-0.7434029063436169,0.9623114623209872,1.7608732185053984,0.5440090112602404
1.0534734726647028,3.272372501314359,0.9193709909182275,2.2433236930226723,-0.05683194524756299
0.2135439127930595,2.2783639217962057,1.8728030653923229,2.039519980586859,-0.05795108932090967
0.11278538965555875,-1.1335602106160156,-2.5340057139641052,0.8492238929004872,0.7135714958115011
-0.6217615672239282,-1.926490319663531,-1.8849036107273112,0.9350898952344292,-0.08705536840095539
-0.12763103836458417,-1.3096061490020179,-1.5468458251203385,0.9801767293014734,-0.16181592080191282
-0.13763289133365045,-1.3443699569612875,-1.4932655802450294,0.9013295848311554,0.06703840579289798
-0.7342473239727976,-2.038052765769179,-0.7812718166493345,0.8182178727235327,-0.13355101499445884
-1.786375993578397,-3.1683351889387383,0.642647769240631,1.1208024090077868,-1.9784793311865376
1.6220387730791161,0.8677795391471591,-1.4548223871397816,0.7929239639610557,0.9232087817074143
0.2191064833286884,-0.7193899145060147,0.2251732440047859,0.8457499563164964,-0.3345120443586734
-0.6458686825625736,-1.7943757326472043,0.9404915411390034,0.5037358940648093,0.19421197846365804
-1.4548502233520302,-2.848924354962626,1.5160515444984108,-0.18080666110782906,1.852683756769112
-0.9424013718515138,-2.1240663769331216,1.4511347403780597,0.29240186374663574,0.5167406291055024
-0.17371836795322898,-1.2181850536846794,1.600888086475788,-0.3051560945803112,2.6146191894976663
3.230334571197071,3.0231235031289767,-0.08463423635858434,0.7731308290550553,0.93315659401786
3.1507023604575943,3.011124394791515,0.06632058437627604,1.0034173481506001,0.09673173052494734
2.452611541213486,2.2213996750107716,0.8975510697362437,0.9861863685820831,-0.4066289780441454
0.4759545560596153,-0.09945923677526525,2.9799796869519484,0.676570932777802,-0.8765706341337581
-0.8806358563081161,-1.9228488210499,3.6362980524913056,-0.35535802443061665,1.704930370954184
-0.529966535904597,-1.4400963966491274,3.71864725645605,0.01377656008140663,0.5965578405991812
-2.146288747867814,0.31815998956413927,-1.7794984370607723,0.30411221754294243,-0.14949863033819163
-2.742903180506961,-0.37552281924375275,-1.0675046734650773,0.2210005054353198,-0.35008805112554847
-1.0101740981045337,1.8010341273363195,-1.0280805161952127,0.1178957791704235,0.4838830655593355
-2.6545245390967374,-0.13184578612177797,0.6542586843232606,-0.0934814732234036,-0.022325057667431675
