Component_1,Component_2,Component_3,Component_4,Component_5
-3.253271486621425,-1.4191855576524446,0.7894955561828052,-2.130286955799403,0.8390742600230736
-3.1954699426804805,-0.9954616437958361,0.7342880068477812,-2.3434616045164938,0.843582981770643
-3.2698015249010246,-1.4579328667378235,0.9491904549468789,-1.67093619067486,0.8844816741178524
-3.395295460668025,-2.317580618862418,1.159610281099407,-0.9546575823572039,0.9066267469346564
-3.2660514461173475,-1.353487187243965,1.020552891275949,-1.4811817922060597,0.8804145554095459
-3.263889258174312,-1.3702573713284119,0.9743188868183826,-1.6092127647049015,0.8756432604604435
-3.3234197154237304,-1.6844441761000977,1.211125177947068,-0.8941085437375265,0.911902949014629
-3.4789068192637527,-2.7403976370768905,1.515398652308869,0.11466617801255823,0.9625451085657898
-3.39623358349869,-2.115392481112624,1.4077558019265346,-0.2758580487376386,0.9252564476540294
-2.888714416529435,1.6654637040539213,0.9315831052185118,-2.106148240480787,0.9237779747604652
-2.9562989878790424,1.2853442919502538,1.1197363626862382,-1.5202768480116093,0.9216824309989019
-3.036773146198667,0.7481140496309225,1.2823847420888121,-0.984604572785175,0.9444100152448743
-3.156126585505056,-0.04961262914322254,1.529461533261927,-0.17296282753502656,0.9826168193602475
-2.7454849031744306,3.334578397744464,1.4611886814426307,-0.7636869905562249,1.0261978755805043
-2.8335022335374123,2.7514692761538435,1.6423669595216044,-0.16947212051772984,1.04742190957856
-2.9241707468704394,2.1580399142223543,1.8321157252991538,0.45073539902860543,1.0665785698902592
-3.0789637849696683,1.1257030745762944,2.1512349922908527,1.4976186450918336,1.1112225642139444
1.162816051552834,-1.9290678274889927,1.4979400978816626,-2.1279513558022205,-0.7633716769731208
1.2206175954937781,-1.5053439136323845,1.4427325485466387,-2.341126004519311,-0.7588629552255515
1.146286013273234,-1.9678151365743717,1.6576349966457364,-1.6686005906776775,-0.717964262878342
1.020792077506234,-2.8274628886989666,1.868054822798264,-0.9523219823600213,-0.695819190061538
1.1500360920569115,-1.8633694570805135,1.7289974329748066,-1.4788461922088771,-0.7220313815866485
1.0926678227505287,-2.1943264459366456,1.9195697196459252,-0.8917729437403439,-0.6905429879815654
0.9371807189105068,-3.250279906913439,2.2238431940077263,0.1170017780097408,-0.6399008284304046
1.0198539546755694,-2.6252747509491723,2.1162003436253918,-0.273522448740456,-0.677189489342165
1.5145649272139925,1.0981188657373955,1.6495769292702396,-2.0728652625070594,-0.7224049492182107
1.5273731216448234,1.1555814342173731,1.6400276469173691,-2.1038126404836044,-0.6786679622357292
1.4597885502952157,0.7754620221137056,1.8281809043850958,-1.5179412480144268,-0.6807635059972925
1.3793143919755924,0.23823177979437424,1.9908292837876693,-0.9822689727879924,-0.6580359217513201
1.2599609526692026,-0.5594948989797707,2.237906074960785,-0.17062722753784398,-0.619829117635947
1.1605216263638425,-1.214675923839918,2.448926090841558,0.5179611192212689,-0.5907390896025989
1.0933739328006176,-1.6117135025306453,2.620245595765415,1.0602727786452713,-0.5854003086007985
1.160015676521312,-1.1366779021528153,2.5277670913719796,0.7349278333303805,-0.5914081517954288
1.2914411538922808,0.0707669444129699,2.639962211022308,0.9202356321277876,-0.5881054037620621
1.7270963595359348,3.1475281898943934,2.0035102885777354,-1.2811047600416094,-0.5997752875053918
1.7679128141793268,3.4591942700354696,1.9527175136179762,-1.4672473109712894,-0.6176790827081996
1.6998210716276978,2.995565138900603,2.0849040730463093,-1.027141077944143,-0.5916968243659696
1.670602634999828,2.824696127907916,2.1696332231414885,-0.7613513905590423,-0.5762480614156901
1.5825853046368468,2.241587006317295,2.350811501220462,-0.16713652052054725,-0.5550240274176345
1.3371237532045919,0.6158208047397462,2.8596795339897105,1.4999542450890162,-0.49122337278224976
1.180669226653793,-0.4083753807286043,3.1974638940158715,2.601614308665585,-0.4434491233147325
1.232995136589961,-0.05908428930067359,3.1133282091755285,2.318981685732715,-0.43028857286417566
-1.7163947219515776,-2.243294146255402,-0.7413030982415465,-1.1727397625685725,1.2009134412782745
-1.623320936865618,-1.5470424114065662,-0.8339927544364295,-1.5310438771538324,1.1859715237459447
-1.565519392924674,-1.123318497549958,-0.8892003037714535,-1.7442185258709229,1.1904802454935142
-1.6398509751452182,-1.585789720491945,-0.6742978556723562,-1.0716931120292892,1.2313789378407234
-1.6361008963615407,-1.4813440409980867,-0.6029354193432859,-0.8819387135604886,1.2273118191324173
-1.6339387084185049,-1.4981142250825337,-0.6491694238008522,-1.0099696860593306,1.2225405241833145
-1.6934691656679235,-1.8123010298542193,-0.412363132672167,-0.29486546509195555,1.2588002127375004
-1.8489562695079453,-2.868254490831012,-0.10808965831036574,0.7139092566581293,1.309442372288661
-1.7662830337428828,-2.2432493348667455,-0.21573250869270041,0.32338502990793244,1.2721537113769006
-1.3856469554900832,0.6945024235650914,-0.4836693546871608,-0.8058306137161165,1.2499965391412442
-1.2715720612044596,1.480144281819822,-0.6823559230478522,-1.4759577838586713,1.2269382515008551
-1.2587638667736287,1.5376068502997997,-0.6919052054007228,-1.5069051618352158,1.2706752384833364
-1.4068225964428598,0.6202571958768008,-0.3411035685304225,-0.3853614941396041,1.2913072789677458
-1.6256153620546097,-0.8326505077574916,0.11699323852346667,1.1148685978696573,1.3586041111164668
-1.6927630556178346,-1.2296880864482187,0.2883127434473225,1.6571802572936596,1.3639428921182672
-1.62612131189714,-0.7546524860703887,0.19583423905388764,1.331835311978769,1.3579350489236366
-1.0590406288825174,3.52955360597682,-0.3284225637403568,-0.6841972813932211,1.3495679132136738
-1.0182241742391254,3.8412196861178964,-0.3792153387001162,-0.870339832322901,1.3316641180108661
-1.0863159167907543,3.3775905549830294,-0.24702877927178282,-0.43023359929575455,1.3576463763530962
-1.1155343534186242,3.2067215439903425,-0.16229962917660393,-0.16444391191065397,1.3730951393033757
-1.2035516837816054,2.623612422399722,0.018878648902369555,0.42977095812784116,1.394319173301431
-1.4490132352138603,0.9978462208221727,0.5277466816716181,2.0968617237374048,1.4581198279368157
-1.605467761764659,-0.0263499646461777,0.8655310416977797,3.1985217873139735,1.505894077404333
-1.5918701229160213,0.07724099845588925,0.8523593945965867,3.1484640751033925,1.5058127373700978
-1.5531418518284912,0.32294112678175296,0.7813953568574361,2.9158891643811033,1.5190546278548895
-3.4631548954907636,-1.9435005912730983,-1.8962952971844074,-0.6898136824655519,-1.219390644257333
-3.3700811104048043,-1.247248856424262,-1.9889849533792905,-1.0481177970508115,-1.2343325617896628
-3.3122795664638596,-0.8235249425676537,-2.0441925027143144,-1.261292445767902,-1.2298238400420933
-3.3866111486844037,-1.285996165509641,-1.8292900546152167,-0.5887670319262684,-1.188925147694884
-3.512105084451404,-2.1456439176342355,-1.6188702284626888,0.12751157639138772,-1.1667800748780799
-3.3828610699007267,-1.1815504860157828,-1.7579276182861467,-0.39901263345746796,-1.1929922664031902
-3.4402293392071095,-1.5125074748719154,-1.5673553316150277,0.18806061501106514,-1.161503872798107
-3.595716443047132,-2.5684609358487083,-1.2630818572532267,1.19683533676115,-1.1108617132469465
-3.513043207282069,-1.9434557798844416,-1.370724707635561,0.806311110010953,-1.148150374158707
-3.1324071290292688,0.9942959785473955,-1.6386615536300217,-0.32290453361309585,-1.1703075463943633
-3.0183322347436454,1.7799378368021264,-1.8373481219907133,-0.9930317037556506,-1.1933658340347524
-3.0055240403128143,1.8374004052821038,-1.846897404343584,-1.0239790817321952,-1.149628847052271
-3.0731086116624216,1.4572809931784363,-1.6587441468758575,-0.4381076892630178,-1.1517243908138344
-3.1535827699820462,0.9200507508591049,-1.4960957674732835,0.09756458596341659,-1.1289968065678617
-3.3723755355937954,-0.5328569527751874,-1.0379989604193942,1.597794677972678,-1.0616999744191407
-3.439523229157021,-0.9298945314659145,-0.8666794554955385,2.14010633739668,-1.0563611934173402
-3.3728814854363263,-0.4548589310880847,-0.9591579598889733,1.8147613920817895,-1.062369036611971
-3.241456008065357,0.7525859154777005,-0.846962840238645,2.0000691908791968,-1.059066288578604
-2.805800802421703,3.829347160959124,-1.4834147626832177,-0.20127120129020046,-1.0707361723219337
-2.7649843477783116,4.1410132411002,-1.5342075376429771,-0.38741375221988017,-1.0886399675247413
-2.83307609032994,3.6773841099653337,-1.4020209782146438,0.052692480807266205,-1.0626577091825113
-2.8622945269578097,3.506515098972647,-1.317291828119465,0.3184821681923667,-1.0472089462322318
-2.9503118573207914,2.923405977382026,-1.1361135500404913,0.9126970382308618,-1.0259849122341764
-3.0409803706538185,2.3299766154505366,-0.9463647842629418,1.5329045577771971,-1.006828251922477
-3.1957734087530474,1.2976397758044769,-0.627245517271243,2.5797878038404254,-0.9621842575987917
-3.352227935303845,0.2734435903361264,-0.2894611572450814,3.681447867416994,-0.9144100081312744
-3.3386302964552073,0.37703455343819325,-0.3026328043462743,3.6313901552064136,-0.9144913481655096
5.015644084878049,-1.8008630405894699,-2.686581992763743,-0.8623786527656427,0.5626633410382292
4.941312502657505,-2.263334263531457,-2.4716795446646453,-0.18985323892400904,0.6035620333854387
