Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8
-3.543046482796546,-1.9566993250076457,1.1367943865971175,-1.5901289763146877,1.8164506846716568,-1.9262444444366942,0.12220907802082845,-0.8173625241550071
-3.37247541080737,-1.3665372644855485,1.281385280784953,-1.9395247594825995,1.9232153229092857,-1.769829267386929,-0.2569277219804766,-0.9073648371732737
-3.3726447367824592,-1.3294473458576894,1.2699946679502647,-1.6395938625906348,2.3014591070736956,-1.5355316529697054,-0.12841562979348578,-0.882151926843312
-3.636646994674503,-2.2283946033040674,1.0716389998855638,-1.216059544316709,1.931314410083314,-2.088202895142429,1.6741559663102665,-0.3980831931965502
-3.276034158614368,-0.8181226660679302,1.0149811773051107,-0.7738616046451314,2.906626287582553,-1.1180719269394188,0.2970343553312782,-0.6059956017478018
-3.232436599598932,-0.6507327241038805,1.023788248933237,-0.6490219965124892,3.2136983023648162,-0.7943811397456446,-0.3918208012630681,-0.7774991867996432
-3.33461301782152,-0.8769049859439861,0.6461597508499293,0.25684949386419015,3.1799087307880822,-0.9048165058134209,-0.3606294435632985,-0.7919617782739423
-3.832350611373174,-2.5313522539809172,0.028211718136681926,1.331888220349472,2.0970381265179903,-2.1935531632313294,2.7897426686360323,0.09579450487647459
-3.764118608980486,-2.352589546134581,0.13035220742126014,0.7074568604170139,1.5682369447238338,-2.3053603531527966,-0.586672689045615,-1.1826536754125339
-2.6525511353834426,1.4363078430597418,1.1423471637578895,-2.243624544795861,1.4337233200611914,-2.215362136105493,-0.28869017787631207,-0.9476387386502663
-2.658293210262158,1.5549546903967024,0.9093453866306375,-1.468168483529627,1.8175686280654386,-1.9407037407511254,-0.41643631475575354,-0.9518248855431458
-2.736629109384656,1.3902388265459735,0.6605363748098187,-0.5483363897942067,2.342681772933524,-1.5822241403905333,-0.5359751468342977,-0.949113774592373
-2.916877212205037,0.8756709411686836,0.32767864213323056,0.5357551399201642,2.6965058197408767,-1.5052533284752836,0.5793220706324508,-0.5662963613008561
-1.8009670602837335,5.061439367570425,0.653526722360473,-0.8423015250315855,2.4784416574953614,-1.6388724688284309,0.4689198065215076,-0.5466148744797907
-1.9055340364398583,4.8195435652893375,0.32201172563231084,0.17411606217250328,2.8157047261408152,-1.4048540494099486,0.36484029413123137,-0.5238992845903023
-2.0305308637738166,4.516743318792421,-0.05513077363357293,1.3343717862807185,3.230343544280889,-1.0722212873146193,-0.33360951815564277,-0.7092179832490807
-2.341159599958931,3.563430863783114,-0.5992801043455138,2.7184166426901766,3.164521583121686,-1.2382801364852702,-0.19634457252958762,-0.7000820994861604
1.1213756767396414,-3.250603653906307,-1.8767359108431145,-2.3645946917758356,0.414985544412954,0.36506374085262167,0.22080581902138943,-0.25800301782269475
1.291946748728817,-2.6604415933842094,-1.7321450166552799,-2.7139904749437473,0.5217501826505826,0.5214789179023869,-0.15833098097991563,-0.34800533084096164
1.2917774227537278,-2.62335167475635,-1.7435356294899678,-2.414059578051782,0.8999939668149922,0.7557765323196098,-0.029818888792924894,-0.32279242051099993
1.0277751648616844,-3.522298932202728,-1.941891297554669,-1.9905252597778567,0.5298492698246102,0.20310529014688716,1.7727527073108276,0.16127631313576166
1.388388000921818,-2.112026994966591,-1.9985491201351218,-1.548327320106279,1.5051611473238486,1.173236258349897,0.39563109633183924,-0.0466360954154897
1.3298091417146662,-2.170809314842647,-2.367370546590304,-0.5176162215969574,1.778443590529378,1.3864916794758948,-0.2620327025627376,-0.23260227194163025
0.8320715481630124,-3.8252565828795784,-2.9853185793035504,0.557422504888324,0.695572986259287,0.09775502205798593,2.8883394096365933,0.6551540112087866
0.9003035505557004,-3.6464938750332423,-2.8831780900189723,-0.06700885504413363,0.16677180446513062,-0.014052167863480899,-0.4880759480450538,-0.6232941690802222
1.904097377426551,-0.1967863175103439,-2.0731178559415917,-2.689525079555648,-0.22269183984924068,-0.06358387101211975,-0.8248023552263483,-0.6209947379597601
